M|15050,15080,15555,15630,15678,15888||000000-999999|
G|5345|Baddeckenstedt|00-9999999|
G|5346|Liebenburg|00-9999999|
G|5347|Burgdorf bei Salzgitter|00-9999999|
G|5351|Helmstedt|00-9999999|
G|5352|Schöningen|00-9999999|
G|5353|Königslutter am Elm|00-9999999|
G|5354|Jerxheim|00-9999999|
G|5355|Frellstedt|00-9999999|
G|5356|Helmstedt-Barmke|00-9999999|
G|5357|Grasleben|00-9999999|
G|5358|Bahrdorf-Mackendorf|00-9999999|
G|5361|Wolfsburg|00-9999999|
G|5362|Wolfsburg-Fallersleben|00-9999999|
G|5363|Wolfsburg-Vorsfelde|00-9999999|
G|5364|Velpke|00-9999999|
G|5365|Wolfsburg-Neindorf|00-9999999|
G|5366|Jembke|00-9999999|
G|5367|Rühen|00-9999999|
G|5368|Parsau|00-9999999|
G|5371|Gifhorn|00-9999999|
G|5372|Meinersen|00-9999999|
G|5373|Hillerse Kreis Gifhorn|00-9999999|
G|5374|Isenbüttel|00-9999999|
G|5375|Müden Aller|00-9999999|
G|5376|Wesendorf Kreis Gifhorn|00-9999999|
G|5377|Ehra-Lessien|00-9999999|
G|5378|Sassenburg-Platendorf|00-9999999|
G|5379|Sassenburg-Grussendorf|00-9999999|
G|5381|Seesen|00-9999999|
G|5382|Bad Gandersheim|00-9999999|
G|5383|Lutter am Barenberge|00-9999999|
G|5384|Seesen-Groß Rhüden|00-9999999|
G|5401|Georgsmarienhütte|00-9999999|
G|5402|Bissendorf Kreis Osnabrück|00-9999999|
G|5403|Bad Iburg|00-9999999|
G|5404|Westerkappeln|00-9999999|
G|5405|Hasbergen Kreis Osnabrück|00-9999999|
G|5406|Belm|00-9999999|
G|5407|Wallenhorst|00-9999999|
G|5409|Hilter am Teutoburger Wald|00-9999999|
G|541|Osnabrück|000-99999999|
G|5421|Dissen am Teutoburger Wald|00-9999999|
G|5422|Melle|00-9999999|
G|5423|Versmold|00-9999999|
G|5424|Bad Rothenfelde|00-9999999|
G|5425|Borgholzhausen|00-9999999|
G|5426|Glandorf|00-9999999|
G|5427|Melle-Buer|00-9999999|
G|5428|Melle-Neuenkirchen|00-9999999|
G|5429|Melle-Wellingholzhausen|00-9999999|
G|5431|Quakenbrück|00-9999999|
G|5432|Löningen|00-9999999|
G|5433|Badbergen|00-9999999|
G|5434|Essen Oldenburg|00-9999999|
G|5435|Berge bei Quakenbrück|00-9999999|
G|5436|Nortrup|00-9999999|
G|5437|Menslage|00-9999999|
G|5438|Bakum-Lüsche|00-9999999|
G|5439|Bersenbrück|00-9999999|
G|5441|Diepholz|00-9999999|
G|5442|Barnstorf Kreis Diepholz|00-9999999|
G|5443|Lemförde|00-9999999|
G|5444|Wagenfeld|00-9999999|
G|5445|Drebber|00-9999999|
G|5446|Rehden|00-9999999|
G|5447|Lembruch|00-9999999|
G|5448|Barver|00-9999999|
G|5451|Ibbenbüren|00-9999999|
G|5452|Mettingen Westfalen|00-9999999|
G|5453|Recke|00-9999999|
G|5454|Hörstel-Riesenbeck|00-9999999|
G|5455|Tecklenburg-Brochterbeck|00-9999999|
G|5456|Westerkappeln-Velpe|00-9999999|
G|5457|Hopsten-Schale|00-9999999|
G|5458|Hopsten|00-9999999|
G|5459|Hörstel|00-9999999|
G|5461|Bramsche Hase|00-9999999|
G|5462|Ankum|00-9999999|
G|5464|Alfhausen|00-9999999|
G|5465|Neuenkirchen bei Bramsche|00-9999999|
G|5466|Merzen|00-9999999|
G|5467|Voltlage|00-9999999|
G|5468|Bramsche-Engter|00-9999999|
G|5471|Bohmte|00-9999999|
G|5472|Bad Essen|00-9999999|
G|5473|Ostercappeln|00-9999999|
G|5474|Stemwede-Dielingen|00-9999999|
G|5475|Bohmte-Hunteburg|00-9999999|
G|5476|Ostercappeln-Venne|00-9999999|
G|5481|Lengerich Westfalen|00-9999999|
G|5482|Tecklenburg|00-9999999|
G|5483|Lienen|00-9999999|
G|5484|Lienen-Kattenvenne|00-9999999|
G|5485|Ladbergen|00-9999999|
G|5491|Damme Dümmer|00-9999999|
G|5492|Steinfeld Oldenburg|00-9999999|
G|5493|Neuenkirchen Kreis Vechta|00-9999999|
G|5494|Holdorf Niedersachsen|00-9999999|
G|5495|Vörden Kreis Vechta|00-9999999|
G|5502|Dransfeld|00-9999999|
G|5503|Nörten-Hardenberg|00-9999999|
G|5504|Friedland Kreis Göttingen|00-9999999|
G|5505|Hardegsen|00-9999999|
G|5506|Adelebsen|00-9999999|
G|5507|Ebergötzen|00-9999999|
G|5508|Gleichen-Rittmarshausen|00-9999999|
G|5509|Rosdorf Kreis Göttingen|00-9999999|
G|551|Göttingen|000-99999999|
G|5520|Braunlage|00-9999999|
G|5521|Herzberg am Harz|00-9999999|
G|5522|Osterode am Harz|00-9999999|
G|5523|Bad Sachsa|00-9999999|
G|5524|Bad Lauterberg im Harz|00-9999999|
G|5525|Walkenried|00-9999999|
G|5527|Duderstadt|00-9999999|
G|5528|Gieboldehausen|00-9999999|
G|5529|Rhumspringe|00-9999999|
G|5531|Holzminden|00-9999999|
G|5532|Stadtoldendorf|00-9999999|
G|5533|Bodenwerder|00-9999999|
G|5534|Eschershausen an der Lenne|00-9999999|
G|5535|Polle|00-9999999|
G|5536|Holzminden-Neuhaus|00-9999999|
G|5541|Hann. Münden|00-9999999|
G|5542|Witzenhausen|00-9999999|
G|5543|Staufenberg Niedersachsen|00-9999999|
G|5544|Reinhardshagen|00-9999999|
G|5545|Hedemünden|00-9999999|
G|5546|Scheden|00-9999999|
G|5551|Northeim|00-9999999|
G|5552|Katlenburg|00-9999999|
G|5553|Kalefeld|00-9999999|
G|5554|Moringen|00-9999999|
G|5555|Moringen-Fredelsloh|00-9999999|
G|5556|Lindau Harz|00-9999999|
G|5561|Einbeck|00-9999999|
G|5562|Dassel-Markoldendorf|00-9999999|
G|5563|Kreiensen|00-9999999|
G|5564|Dassel|00-9999999|
G|5565|Einbeck-Wenzen|00-9999999|
G|5571|Uslar|00-9999999|
G|5572|Bodenfelde|00-9999999|
G|5573|Uslar-Volpriehausen|00-9999999|
G|5574|Oberweser|00-9999999|
G|5582|Sankt Andreasberg|00-9999999|
G|5583|Braunlage-Hohegeiss|00-9999999|
G|5584|Hattorf am Harz|00-9999999|
G|5585|Herzberg-Sieber|00-9999999|
G|5586|Wieda|00-9999999|
G|5592|Gleichen-Bremke|00-9999999|
G|5593|Bovenden-Lenglern|00-9999999|
G|5594|Bovenden-Reyershausen|00-9999999|
G|5601|Schauenburg|00-9999999|
G|5602|Hessisch Lichtenau|00-9999999|
G|5603|Gudensberg|00-9999999|
G|5604|Grossalmerode|00-9999999|
G|5605|Kaufungen Hessen|00-9999999|
G|5606|Zierenberg|00-9999999|
G|5607|Fuldatal|00-9999999|
G|5608|Söhrewald|00-9999999|
G|5609|Ahnatal|00-9999999|
G|561|Kassel|000-99999999|
G|5621|Bad Wildungen|00-9999999|
G|5622|Fritzlar|00-9999999|
G|5623|Edertal|00-9999999|
G|5624|Bad Emstal|00-9999999|
G|5625|Naumburg Hessen|00-9999999|
G|5626|Bad Zwesten|00-9999999|
G|5631|Korbach|00-9999999|
G|5632|Willingen Upland|00-9999999|
G|5633|Diemelsee|00-9999999|
G|5634|Waldeck-Sachsenhausen|00-9999999|
G|5635|Vöhl|00-9999999|
G|5636|Lichtenfels-Goddelsheim|00-9999999|
G|5641|Warburg|00-9999999|
G|5642|Warburg-Scherfede|00-9999999|
G|5643|Borgentreich|00-9999999|
G|5644|Willebadessen-Peckelsheim|00-9999999|
G|5645|Borgentreich-Borgholz|00-9999999|
G|5646|Willebadessen|00-9999999|
G|5647|Lichtenau-Kleinenberg|00-9999999|
G|5648|Brakel-Gehrden|00-9999999|
G|5650|Cornberg|00-9999999|
G|5651|Eschwege|00-9999999|
G|5652|Bad Sooden-Allendorf|00-9999999|
G|5653|Sontra|00-9999999|
G|5654|Herleshausen|00-9999999|
G|5655|Wanfried|00-9999999|
G|5656|Waldkappel|00-9999999|
G|5657|Meissner|00-9999999|
G|5658|Wehretal|00-9999999|
G|5659|Ringgau|00-9999999|
G|5661|Melsungen|00-9999999|
G|5662|Felsberg Hessen|00-9999999|
G|5663|Spangenberg|00-9999999|
G|5664|Morschen|00-9999999|
G|5665|Guxhagen|00-9999999|
G|5671|Hofgeismar|00-9999999|
G|5672|Bad Karlshafen|00-9999999|
G|5673|Immenhausen Hessen|00-9999999|
G|5674|Grebenstein|00-9999999|
G|5675|Trendelburg|00-9999999|
G|5676|Liebenau Hessen|00-9999999|
G|5677|Calden-Westuffeln|00-9999999|
G|5681|Homberg Efze|00-9999999|
G|5682|Borken Hessen|00-9999999|
G|5683|Wabern Hessen|00-9999999|
G|5684|Frielendorf|00-9999999|
G|5685|Knüllwald|00-9999999|
G|5686|Schwarzenborn Knüll|00-9999999|
G|5691|Bad Arolsen|00-9999999|
G|5692|Wolfhagen|00-9999999|
G|5693|Volkmarsen|00-9999999|
G|5694|Diemelstadt|00-9999999|
G|5695|Twistetal|00-9999999|
G|5696|Bad Arolsen-Landau|00-9999999|
G|5702|Petershagen-Lahde|00-9999999|
G|5703|Hille|00-9999999|
G|5704|Petershagen-Friedewalde|00-9999999|
G|5705|Petershagen-Windheim|00-9999999|
G|5706|Porta Westfalica|00-9999999|
G|5707|Petershagen Weser|00-9999999|
G|571|Minden Westfalen|000-99999999|
G|5721|Stadthagen|00-9999999|
G|5722|Bückeburg|00-9999999|
G|5723|Bad Nenndorf|00-9999999|
G|5724|Obernkirchen|00-9999999|
G|5725|Lindhorst bei Stadthagen|00-9999999|
G|5726|Wiedensahl|00-9999999|
G|5731|Bad Oeynhausen|00-9999999|
G|5732|Löhne|00-9999999|
G|5733|Vlotho|00-9999999|
G|5734|Bergkirchen Westfalen|00-9999999|
G|5741|Lübbecke|00-9999999|
G|5742|Preussisch Oldendorf|00-9999999|
G|5743|Espelkamp-Gestringen|00-9999999|
G|5744|Hüllhorst|00-9999999|
G|5745|Stemwede-Levern|00-9999999|
G|5746|Rödinghausen|00-9999999|
G|5751|Rinteln|00-9999999|
G|5752|Auetal-Hattendorf|00-9999999|
G|5753|Auetal-Bernsen|00-9999999|
G|5754|Extertal-Bremke|00-9999999|
G|5755|Kalletal-Varenholz|00-9999999|
G|5761|Stolzenau|00-9999999|
G|5763|Uchte|00-9999999|
G|5764|Steyerberg|00-9999999|
G|5765|Raddestorf|00-9999999|
G|5766|Rehburg-Loccum|00-9999999|
G|5767|Warmsen|00-9999999|
G|5768|Petershagen-Heimsen|00-9999999|
G|5769|Steyerberg-Voigtei|00-9999999|
G|5771|Rahden Westfalen|00-9999999|
G|5772|Espelkamp|00-9999999|
G|5773|Stemwede-Wehdem|00-9999999|
G|5774|Wagenfeld-Ströhen|00-9999999|
G|5775|Diepenau|00-9999999|
G|5776|Preussisch Ströhen|00-9999999|
G|5777|Diepenau-Essern|00-9999999|
G|5802|Wrestedt|00-9999999|
G|5803|Rosche|00-9999999|
G|5804|Rätzlingen Kreis Uelzen|00-9999999|
G|5805|Oetzen|00-9999999|
G|5806|Barum bei Bad Bevensen|00-9999999|
G|5807|Altenmedingen|00-9999999|
G|5808|Gerdau|00-9999999|
G|581|Uelzen|000-99999999|
G|5820|Suhlendorf|00-9999999|
G|5821|Bad Bevensen|00-9999999|
G|5822|Ebstorf|00-9999999|
G|5823|Bienenbüttel|00-9999999|
G|5824|Bad Bodenteich|00-9999999|
G|5825|Wieren|00-9999999|
G|5826|Suderburg|00-9999999|
G|5827|Unterlüß|00-9999999|
G|5828|Himbergen|00-9999999|
G|5829|Wriedel|00-9999999|
G|5831|Wittingen|00-9999999|
G|5832|Hankensbüttel|00-9999999|
G|5833|Brome|00-9999999|
G|5834|Wittingen-Knesebeck|00-9999999|
G|5835|Wahrenholz|00-9999999|
G|5836|Wittingen-Radenbeck|00-9999999|
G|5837|Sprakensehl|00-9999999|
G|5838|Gross Oesingen|00-9999999|
G|5839|Wittingen-Ohrdorf|00-9999999|
G|5840|Schnackenburg|00-9999999|
G|5841|Lüchow Wendland|00-9999999|
G|5842|Schnega|00-9999999|
G|5843|Wustrow Wendland|00-9999999|
G|5844|Clenze|00-9999999|
G|5845|Bergen Dumme|00-9999999|
G|5846|Gartow Niedersachsen|00-9999999|
G|5848|Trebel|00-9999999|
G|5849|Waddeweitz|00-9999999|
G|5850|Neetze|00-9999999|
G|5851|Dahlenburg|00-9999999|
G|5852|Bleckede|00-9999999|
G|5853|Neu Darchau|00-9999999|
G|5854|Bleckede-Barskamp|00-9999999|
G|5855|Nahrendorf|00-9999999|
G|5857|Bleckede-Brackede|00-9999999|
G|5858|Hitzacker-Wietzetze|00-9999999|
G|5859|Thomasburg|00-9999999|
G|5861|Dannenberg Elbe|00-9999999|
G|5862|Hitzacker Elbe|00-9999999|
G|5863|Zernien|00-9999999|
G|5864|Jameln|00-9999999|
G|5865|Gusborn|00-9999999|
G|5872|Stoetze|00-9999999|
G|5873|Eimke|00-9999999|
G|5874|Soltendieck|00-9999999|
G|5875|Emmendorf|00-9999999|
G|5882|Gorleben|00-9999999|
G|5883|Lemgow|00-9999999|
G|5901|Fürstenau bei Bramsche|00-9999999|
G|5902|Freren|00-9999999|
G|5903|Emsbüren|00-9999999|
G|5904|Lengerich Emsl|00-9999999|
G|5905|Beesten|00-9999999|
G|5906|Lünne|00-9999999|
G|5907|Geeste|00-9999999|
G|5908|Wietmarschen-Lohne|00-9999999|
G|5909|Wettrup|00-9999999|
G|591|Lingen (Ems)|000-99999999|
G|5921|Nordhorn|00-9999999|
G|5922|Bad Bentheim|00-9999999|
G|5923|Schüttorf|00-9999999|
G|5924|Bad Bentheim-Gildehaus|00-9999999|
G|5925|Wietmarschen|00-9999999|
G|5926|Engden|00-9999999|
G|5931|Meppen|00-9999999|
G|5932|Haren Ems|00-9999999|
G|5933|Lathen|00-9999999|
G|5934|Haren-Rütenbrock|00-9999999|
G|5935|Twist-Schöninghsdorf|00-9999999|
G|5936|Twist|00-9999999|
G|5937|Geeste-Gross Hesepe|00-9999999|
G|5939|Sustrum|00-9999999|
G|5941|Neuenhaus Dinkel|00-9999999|
G|5942|Uelsen|00-9999999|
G|5943|Emlichheim|00-9999999|
G|5944|Hoogstede|00-9999999|
G|5945|Wilsum|00-9999999|
G|5946|Georgsdorf|00-9999999|
G|5947|Laar Vechte|00-9999999|
G|5948|Itterbeck|00-9999999|
G|5951|Werlte|00-9999999|
G|5952|Sögel|00-9999999|
G|5953|Börger|00-9999999|
G|5954|Lorup|00-9999999|
G|5955|Esterwegen|00-9999999|
G|5956|Rastdorf|00-9999999|
G|5957|Lindern Oldenburg|00-9999999|
G|5961|Haselünne|00-9999999|
G|5962|Herzlake|00-9999999|
G|5963|Bawinkel|00-9999999|
G|5964|Lähden|00-9999999|
G|5965|Klein Berssen|00-9999999|
G|5966|Meppen-Apeldorn|00-9999999|
G|5971|Rheine|00-9999999|
G|5973|Neuenkirchen Kreis Steinfurt|00-9999999|
G|5975|Rheine-Mesum|00-9999999|
G|5976|Salzbergen|00-9999999|
G|5977|Spelle|00-9999999|
G|5978|Hörstel-Dreierwalde|00-9999999|
G|6002|Ober-Mörlen|00-9999999|
G|6003|Rosbach von der Höhe|00-9999999|
G|6004|Lich-Eberstadt|00-9999999|
G|6007|Rosbach-Rodheim|00-9999999|
G|6008|Echzell|00-9999999|
G|6020|Heigenbrücken|00-9999999|
G|6021|Aschaffenburg|00-9999999|
G|6022|Obernburg am Main|00-9999999|
G|6023|Alzenau in Unterfranken|00-9999999|
G|6024|Schöllkrippen|00-9999999|
G|6026|Grossostheim|00-9999999|
G|6027|Stockstadt am Main|00-9999999|
G|6028|Sulzbach am Main|00-9999999|
G|6029|Mömbris|00-9999999|
G|6031|Friedberg Hessen|00-9999999|
G|6032|Bad Nauheim|00-9999999|
G|6033|Butzbach|00-9999999|
G|6034|Wöllstadt|00-9999999|
G|6035|Reichelsheim Wetterau|00-9999999|
G|6036|Wölfersheim|00-9999999|
G|6039|Karben|00-9999999|
G|6041|Glauburg|00-9999999|
G|6042|Büdingen Hessen|00-9999999|
G|6043|Nidda|00-9999999|
G|6044|Schotten Hessen|00-9999999|
G|6045|Gedern|00-9999999|
G|6046|Ortenberg Hessen|00-9999999|
G|6047|Altenstadt Hessen|00-9999999|
G|6048|Büdingen-Eckartshausen|00-9999999|
G|6049|Kefenrod|00-9999999|
G|6050|Biebergemünd|00-9999999|
G|6051|Gelnhausen|00-9999999|
G|6052|Bad Orb|00-9999999|
G|6053|Wächtersbach|00-9999999|
G|6054|Birstein|00-9999999|
G|6055|Freigericht|00-9999999|
G|6056|Bad Soden-Salmünster|00-9999999|
G|6057|Flörsbachtal|00-9999999|
G|6058|Gründau|00-9999999|
G|6059|Jossgrund|00-9999999|
G|6061|Michelstadt|00-9999999|
G|6062|Erbach Odenwald|00-9999999|
G|6063|Bad König|00-9999999|
G|6066|Michelstadt-Vielbrunn|00-9999999|
G|6068|Beerfelden|00-9999999|
G|6071|Dieburg|00-9999999|
G|6073|Babenhausen Hessen|00-9999999|
G|6074|Rödermark|00-9999999|
G|6078|Gross-Umstadt|00-9999999|
G|6081|Usingen|00-9999999|
G|6082|Niederreifenberg|00-9999999|
G|6083|Weilrod|00-9999999|
G|6084|Schmitten Taunus|00-9999999|
G|6085|Waldsolms|00-9999999|
G|6086|Grävenwiesbach|00-9999999|
G|6087|Waldems|00-9999999|
G|6092|Heimbuchenthal|00-9999999|
G|6093|Laufach|00-9999999|
G|6094|Weibersbrunn|00-9999999|
G|6095|Bessenbach|00-9999999|
G|6096|Wiesen Unterfranken|00-9999999|
G|6101|Bad Vilbel|00-9999999|
G|6102|Neu-Isenburg|00-9999999|
G|6103|Langen Hessen|00-9999999|
G|6104|Heusenstamm|00-9999999|
G|6105|Mörfelden-Walldorf|00-9999999|
G|6106|Rodgau|00-9999999|
G|6107|Kelsterbach|00-9999999|
G|6108|Mühlheim am Main|00-9999999|
G|6109|Frankfurt-Bergen-Enkheim|00-9999999|
G|611|Wiesbaden|000-99999999|
G|6120|Aarbergen|00-9999999|
G|6122|Hofheim-Wallau|00-9999999|
G|6123|Eltville am Rhein|00-9999999|
G|6124|Bad Schwalbach|00-9999999|
G|6126|Idstein|00-9999999|
G|6127|Niedernhausen Taunus|00-9999999|
G|6128|Taunusstein|00-9999999|
G|6129|Schlangenbad|00-9999999|
G|6130|Schwabenheim an der Selz|00-9999999|
G|6131|Mainz|00-9999999|
G|6132|Ingelheim am Rhein|00-9999999|
G|6133|Oppenheim|00-9999999|
G|6134|Mainz-Kastel|00-9999999|
G|6135|Bodenheim Rhein|00-9999999|
G|6136|Nieder-Olm|00-9999999|
G|6138|Mommenheim|00-9999999|
G|6139|Budenheim|00-9999999|
G|6142|Rüsselsheim|00-9999999|
G|6144|Bischofsheim bei Rüsselsheim|00-9999999|
G|6145|Flörsheim am Main|00-9999999|
G|6146|Hochheim am Main|00-9999999|
G|6147|Trebur|00-9999999|
G|6150|Weiterstadt|00-9999999|
G|6151|Darmstadt|00-9999999|
G|6152|Gross-Gerau|00-9999999|
G|6154|Ober-Ramstadt|00-9999999|
G|6155|Griesheim Hessen|00-9999999|
G|6157|Pfungstadt|00-9999999|
G|6158|Riedstadt|00-9999999|
G|6159|Messel|00-9999999|
G|6161|Brensbach|00-9999999|
G|6162|Reinheim Odenwald|00-9999999|
G|6163|Höchst im Odenwald|00-9999999|
G|6164|Reichelsheim Odenwald|00-9999999|
G|6165|Breuberg|00-9999999|
G|6166|Fischbachtal|00-9999999|
G|6167|Modautal|00-9999999|
G|6171|Oberursel Taunus|00-9999999|
G|6172|Bad Homburg von der Höhe|00-9999999|
G|6173|Kronberg im Taunus|00-9999999|
G|6174|Königstein im Taunus|00-9999999|
G|6175|Friedrichsdorf Taunus|00-9999999|
G|6181|Hanau|00-9999999|
G|6182|Seligenstadt|00-9999999|
G|6183|Erlensee|00-9999999|
G|6184|Langenselbold|00-9999999|
G|6185|Hammersbach Hessen|00-9999999|
G|6186|Grosskrotzenburg|00-9999999|
G|6187|Schöneck|00-9999999|
G|6188|Kahl am Main|00-9999999|
G|6190|Hattersheim am Main|00-9999999|
G|6192|Hofheim am Taunus|00-9999999|
G|6195|Kelkheim Taunus|00-9999999|
G|6196|Bad Soden am Taunus|00-9999999|
G|6198|Eppstein|00-9999999|
G|6201|Weinheim Bergstr|00-9999999|
G|6202|Schwetzingen|00-9999999|
G|6203|Ladenburg|00-9999999|
G|6204|Viernheim|00-9999999|
G|6205|Hockenheim|00-9999999|
G|6206|Lampertheim|00-9999999|
G|6207|Wald-Michelbach|00-9999999|
G|6209|Mörlenbach|00-9999999|
G|621|Mannheim|000-99999999|
G|6220|Wilhelmsfeld|00-9999999|
G|6221|Heidelberg|00-9999999|
G|6222|Wiesloch|00-9999999|
G|6223|Neckargemünd|00-9999999|
G|6224|Sandhausen Baden|00-9999999|
G|6226|Meckesheim|00-9999999|
G|6227|Walldorf Baden|00-9999999|
G|6228|Schönau Odenwald|00-9999999|
G|6229|Neckarsteinach|00-9999999|
G|6231|Hochdorf-Assenheim|00-9999999|
G|6232|Speyer|00-9999999|
G|6233|Frankenthal Pfalz|00-9999999|
G|6234|Mutterstadt|00-9999999|
G|6235|Schifferstadt|00-9999999|
G|6236|Neuhofen Pfalz|00-9999999|
G|6237|Maxdorf|00-9999999|
G|6238|Dirmstein|00-9999999|
G|6239|Bobenheim-Roxheim|00-9999999|
G|6241|Worms|00-9999999|
G|6242|Osthofen|00-9999999|
G|6243|Monsheim|00-9999999|
G|6244|Westhofen Rheinhessenen|00-9999999|
G|6245|Biblis|00-9999999|
G|6246|Eich Rheinhessen|00-9999999|
G|6247|Worms-Pfeddersheim|00-9999999|
G|6249|Guntersblum|00-9999999|
G|6251|Bensheim|00-9999999|
G|6252|Heppenheim Bergstraße|00-9999999|
G|6253|Fürth Odenwald|00-9999999|
G|6254|Lautertal Odenwald|00-9999999|
G|6255|Lindenfels|00-9999999|
G|6256|Lampertheim-Hüttenfeld|00-9999999|
G|6257|Seeheim-Jugenheim|00-9999999|
G|6258|Gernsheim|00-9999999|
G|6261|Mosbach Baden|00-9999999|
G|6262|Aglasterhausen|00-9999999|
G|6263|Neckargerach|00-9999999|
G|6264|Neudenau|00-9999999|
G|6265|Billigheim Baden|00-9999999|
G|6266|Hassmersheim|00-9999999|
G|6267|Fahrenbach Baden|00-9999999|
G|6268|Hüffenhardt|00-9999999|
G|6269|Gundelsheim Württemberg|00-9999999|
G|6271|Eberbach Baden|00-9999999|
G|6272|Hirschhorn Neckar|00-9999999|
G|6274|Waldbrunn Odenwald|00-9999999|
G|6275|Rothenberg Odenwald|00-9999999|
G|6276|Hesseneck|00-9999999|
G|6281|Buchen Odenwald|00-9999999|
G|6282|Walldürn|00-9999999|
G|6283|Hardheim Odenwald|00-9999999|
G|6284|Mudau|00-9999999|
G|6285|Walldürn-Altheim|00-9999999|
G|6286|Walldürn-Rippberg|00-9999999|
G|6287|Limbach Baden|00-9999999|
G|6291|Adelsheim|00-9999999|
G|6292|Seckach|00-9999999|
G|6293|Schefflenz|00-9999999|
G|6294|Krautheim Jagst|00-9999999|
G|6295|Rosenberg Baden|00-9999999|
G|6296|Ahorn Baden|00-9999999|
G|6297|Ravenstein Baden|00-9999999|
G|6298|Möckmühl|00-9999999|
G|6301|Otterbach Pfalz|00-9999999|
G|6302|Winnweiler|00-9999999|
G|6303|Enkenbach-Alsenborn|00-9999999|
G|6304|Wolfstein Pfalz|00-9999999|
G|6305|Hochspeyer|00-9999999|
G|6306|Trippstadt|00-9999999|
G|6307|Schopp|00-9999999|
G|6308|Olsbrücken|00-9999999|
G|631|Kaiserslautern|000-99999999|
G|6321|Neustadt an der Weinstraße|00-9999999|
G|6322|Bad Dürkheim|00-9999999|
G|6323|Edenkoben|00-9999999|
G|6324|Hassloch|00-9999999|
G|6325|Lambrecht Pfalz|00-9999999|
G|6326|Deidesheim|00-9999999|
G|6327|Neustadt-Lachen|00-9999999|
G|6328|Elmstein|00-9999999|
G|6329|Weidenthal Pfalz|00-9999999|
G|6331|Pirmasens|00-9999999|
G|6332|Zweibrücken|00-9999999|
G|6333|Waldfischbach-Burgalben|00-9999999|
G|6334|Thaleischweiler-Fröschen|00-9999999|
G|6335|Trulben|00-9999999|
G|6336|Dellfeld|00-9999999|
G|6337|Grossbundenbach|00-9999999|
G|6338|Hornbach Pfalz|00-9999999|
G|6339|Grosssteinhausen|00-9999999|
G|6340|Wörth-Schaidt|00-9999999|
G|6341|Landau in der Pfalz|00-9999999|
G|6342|Schweigen-Rechtenbach|00-9999999|
G|6343|Bad Bergzabern|00-9999999|
G|6344|Schwegenheim|00-9999999|
G|6345|Albersweiler|00-9999999|
G|6346|Annweiler am Trifels|00-9999999|
G|6347|Hochstadt Pfalz|00-9999999|
G|6348|Offenbach an der Queich|00-9999999|
G|6349|Billigheim-Ingenheim|00-9999999|
G|6351|Eisenberg Pfalz|00-9999999|
G|6352|Kirchheimbolanden|00-9999999|
G|6353|Freinsheim|00-9999999|
G|6355|Albisheim Pfrimm|00-9999999|
G|6356|Carlsberg Pfalz|00-9999999|
G|6357|Standenbühl|00-9999999|
G|6358|Kriegsfeld|00-9999999|
G|6359|Grünstadt|00-9999999|
G|6361|Rockenhausen|00-9999999|
G|6362|Alsenz|00-9999999|
G|6363|Niederkirchen|00-9999999|
G|6364|Nußbach Pfalz|00-9999999|
G|6371|Landstuhl|00-9999999|
G|6372|Bruchmühlbach-Miesau|00-9999999|
G|6373|Schönenberg-Kübelberg|00-9999999|
G|6374|Weilerbach|00-9999999|
G|6375|Wallhalben|00-9999999|
G|6381|Kusel|00-9999999|
G|6382|Lauterecken|00-9999999|
G|6383|Glan-Münchweiler|00-9999999|
G|6384|Konken|00-9999999|
G|6385|Reichenbach-Steegen|00-9999999|
G|6386|Altenkirchen Pfalz|00-9999999|
G|6387|Sankt Julian|00-9999999|
G|6391|Dahn|00-9999999|
G|6392|Hauenstein Pfalz|00-9999999|
G|6393|Fischbach bei Dahn|00-9999999|
G|6394|Bundenthal|00-9999999|
G|6395|Münchweiler an der Rodalb|00-9999999|
G|6396|Hinterweidenthal|00-9999999|
G|6397|Leimen Pfalz|00-9999999|
G|6398|Vorderweidenthal|00-9999999|
G|6400|Mücke|00-9999999|
G|6401|Grünberg Hessen|00-9999999|
G|6402|Hungen|00-9999999|
G|6403|Linden Hessen|00-9999999|
G|6404|Lich Hessen|00-9999999|
G|6405|Laubach Hessen|00-9999999|
G|6406|Lollar|00-9999999|
G|6407|Rabenau Hessen|00-9999999|
G|6408|Buseck|00-9999999|
G|6409|Biebertal|00-9999999|
G|641|Giessen|000-99999999|
G|6420|Lahntal|00-9999999|
G|6421|Marburg|00-9999999|
G|6422|Kirchhain|00-9999999|
G|6423|Wetter Hessen|00-9999999|
G|6424|Ebsdorfergrund|00-9999999|
G|6425|Rauschenberg Hessen|00-9999999|
G|6426|Fronhausen|00-9999999|
G|6427|Cölbe-Schönstadt|00-9999999|
G|6428|Stadtallendorf|00-9999999|
G|6429|Schweinsberg Hessen|00-9999999|
G|6430|Hahnstätten|00-9999999|
G|6431|Limburg an der Lahn|00-9999999|
G|6432|Diez|00-9999999|
G|6433|Hadamar|00-9999999|
G|6434|Bad Camberg|00-9999999|
G|6435|Wallmerod|00-9999999|
G|6436|Dornburg Hessen|00-9999999|
G|6438|Hünfelden|00-9999999|
G|6439|Holzappel|00-9999999|
G|6440|Kölschhausen|00-9999999|
G|6441|Wetzlar|00-9999999|
G|6442|Braunfels|00-9999999|
G|6443|Ehringshausen Dill|00-9999999|
G|6444|Bischoffen|00-9999999|
G|6445|Schöffengrund|00-9999999|
G|6446|Hohenahr|00-9999999|
